timestamp,	input,	theta,	theta_dot,	pos,	vel
39932,	-5.40,	-0.01,	0.00,	18.33,	-0.03
39942,	-5.70,	-0.01,	0.00,	18.33,	-0.08
39952,	-6.48,	-0.01,	-0.11,	18.32,	-0.15
39962,	-106.24,	-0.01,	0.03,	18.32,	-1.20
39972,	68.59,	-0.01,	0.01,	18.31,	-0.50
39983,	-18.33,	-0.01,	0.01,	18.30,	-0.69
39993,	-14.48,	-0.01,	0.01,	18.30,	-0.83
40003,	-16.00,	-0.01,	0.08,	18.29,	-0.99
40013,	80.42,	-0.01,	0.07,	18.28,	-0.19
40023,	1.31,	-0.01,	0.03,	18.28,	-0.18
40033,	7.37,	-0.01,	0.02,	18.28,	-0.10
40043,	8.09,	-0.01,	-0.04,	18.28,	-0.02
40053,	-90.34,	-0.01,	-0.02,	18.27,	-0.93
40063,	-12.35,	-0.01,	0.07,	18.26,	-1.05
40073,	79.15,	-0.01,	0.04,	18.25,	-0.25
40083,	0.67,	-0.01,	-0.07,	18.25,	-0.24
40093,	-92.45,	-0.01,	0.08,	18.25,	-1.18
40103,	82.09,	-0.01,	0.05,	18.24,	-0.35
40113,	-1.01,	-0.01,	0.02,	18.23,	-0.36
40123,	5.14,	-0.01,	-0.04,	18.23,	-0.31
40134,	-93.91,	-0.01,	0.05,	18.22,	-1.27
40144,	81.80,	-0.01,	0.02,	18.21,	-0.44
40154,	-2.11,	-0.01,	0.01,	18.21,	-0.46
40164,	3.85,	-0.01,	-0.07,	18.20,	-0.42
40174,	-95.19,	-0.01,	0.08,	18.20,	-1.38
40184,	80.66,	-0.01,	0.08,	18.19,	-0.57
40194,	-3.78,	-0.01,	0.05,	18.18,	-0.60
40204,	1.98,	-0.01,	0.02,	18.17,	-0.58
40214,	-96.79,	-0.01,	0.19,	18.16,	-1.56
40225,	178.04,	-0.01,	0.12,	18.16,	0.25
40235,	16.66,	-0.01,	0.05,	18.16,	0.42
40245,	31.28,	-0.01,	-0.03,	18.17,	0.74
40255,	-63.58,	-0.01,	-0.12,	18.17,	0.09
40265,	-81.19,	-0.01,	-0.08,	18.17,	-0.73
40275,	-9.18,	-0.01,	-0.03,	18.16,	-0.82
40285,	-15.85,	-0.01,	0.06,	18.15,	-0.98
40295,	81.90,	-0.01,	0.04,	18.14,	-0.15
40305,	2.84,	-0.01,	-0.03,	18.14,	-0.12
40315,	-90.00,	-0.01,	-0.01,	18.14,	-1.02
40325,	-12.79,	-0.01,	0.07,	18.13,	-1.15
40336,	79.19,	-0.01,	-0.07,	18.12,	-0.34
40346,	-98.60,	-0.01,	0.06,	18.11,	-1.34
40356,	82.45,	-0.01,	0.02,	18.10,	-0.50
40366,	-2.22,	-0.01,	0.01,	18.10,	-0.52
40376,	3.81,	-0.01,	0.01,	18.09,	-0.48
40386,	3.96,	-0.01,	0.01,	18.09,	-0.44
40396,	4.60,	-0.01,	-0.07,	18.08,	-0.39
40406,	-93.12,	-0.01,	-0.03,	18.07,	-1.33
40416,	82.59,	-0.01,	-0.01,	18.06,	-0.51
40426,	-1.93,	-0.01,	-0.01,	18.06,	-0.53
40436,	3.96,	-0.01,	-0.01,	18.05,	-0.49
40447,	4.19,	-0.01,	-0.05,	18.05,	-0.44
40457,	-94.20,	-0.01,	0.06,	18.04,	-1.40
40467,	80.89,	-0.01,	0.04,	18.03,	-0.58
40477,	-2.88,	-0.01,	-0.10,	18.02,	-0.61
40487,	-96.30,	-0.01,	-0.04,	18.01,	-1.57
40497,	-19.95,	-0.01,	0.05,	18.00,	-1.77
40507,	70.73,	-0.01,	0.07,	17.98,	-1.06
40517,	89.42,	-0.01,	-0.04,	17.98,	-0.16
40527,	-80.89,	-0.01,	-0.02,	17.97,	-0.98
40537,	3.43,	-0.01,	-0.01,	17.96,	-0.94
40548,	-2.46,	-0.01,	0.04,	17.95,	-0.97
40558,	96.26,	-0.01,	0.02,	17.95,	-0.00
40568,	20.31,	-0.01,	0.01,	17.95,	0.20
40578,	29.02,	-0.01,	-0.07,	17.95,	0.50
40588,	-65.62,	-0.01,	-0.07,	17.95,	-0.17
40598,	14.65,	-0.01,	-0.05,	17.95,	-0.02
40608,	10.95,	-0.01,	-0.14,	17.95,	0.09
40618,	-85.44,	-0.01,	-0.06,	17.95,	-0.77
40628,	-8.01,	-0.01,	0.05,	17.94,	-0.85
40638,	84.12,	-0.01,	0.03,	17.94,	0.00
40649,	6.36,	-0.01,	-0.06,	17.94,	0.06
40659,	-85.63,	-0.01,	-0.02,	17.93,	-0.79
40669,	-8.23,	-0.01,	-0.02,	17.92,	-0.88
40679,	-15.13,	-0.01,	0.04,	17.91,	-1.03
40689,	82.80,	-0.01,	-0.03,	17.91,	-0.20
40699,	-95.82,	-0.01,	0.09,	17.90,	-1.17
40709,	85.47,	-0.01,	0.04,	17.89,	-0.31
40719,	1.89,	-0.01,	0.02,	17.89,	-0.29
40729,	8.41,	-0.01,	0.01,	17.89,	-0.20
40739,	9.26,	-0.01,	-0.05,	17.89,	-0.11
40749,	-87.73,	-0.01,	-0.02,	17.88,	-1.00
40760,	-10.77,	-0.01,	0.06,	17.87,	-1.11
40770,	80.22,	-0.01,	0.04,	17.86,	-0.29
40780,	2.67,	-0.01,	0.02,	17.86,	-0.27
40790,	8.96,	-0.01,	0.02,	17.86,	-0.18
40800,	9.89,	-0.01,	0.01,	17.86,	-0.08
40810,	11.38,	-0.01,	-0.01,	17.86,	0.04
40820,	-87.72,	-0.01,	-0.00,	17.85,	-0.85
40830,	-8.43,	-0.01,	-0.00,	17.84,	-0.93
40840,	-15.56,	-0.01,	-0.00,	17.83,	-1.09
40851,	-17.38,	-0.01,	-0.00,	17.82,	-1.27
40861,	-19.85,	-0.01,	0.11,	17.81,	-1.46
40871,	76.70,	-0.01,	0.07,	17.80,	-0.68
40881,	-2.82,	-0.01,	-0.05,	17.79,	-0.71
40891,	-96.67,	-0.01,	-0.02,	17.78,	-1.68
40901,	-20.20,	-0.01,	0.06,	17.76,	-1.89
40911,	70.27,	-0.01,	0.10,	17.74,	-1.18
40921,	89.20,	-0.01,	-0.03,	17.74,	-0.28
40931,	-81.21,	-0.01,	-0.02,	17.73,	-1.10
40941,	2.87,	-0.01,	-0.01,	17.72,	-1.07
40951,	-2.80,	-0.01,	-0.01,	17.71,	-1.10
40961,	-3.04,	-0.01,	-0.00,	17.70,	-1.13
40972,	-3.23,	-0.01,	-0.00,	17.68,	-1.16
40982,	-3.90,	-0.01,	0.08,	17.67,	-1.20
40992,	94.93,	-0.01,	0.08,	17.67,	-0.24
41002,	18.14,	-0.01,	0.05,	17.66,	-0.05
41012,	26.68,	-0.01,	0.01,	17.67,	0.21
41022,	-68.62,	-0.01,	0.01,	17.66,	-0.48
41032,	11.57,	-0.01,	0.00,	17.66,	-0.36
41042,	7.43,	-0.01,	0.00,	17.66,	-0.29
41052,	8.89,	-0.01,	-0.08,	17.65,	-0.20
41062,	-89.39,	-0.01,	-0.05,	17.65,	-1.10
41072,	-11.39,	-0.01,	0.09,	17.64,	-1.22
41082,	80.04,	-0.01,	0.04,	17.63,	-0.42
41092,	1.76,	-0.01,	0.02,	17.62,	-0.40
41103,	7.87,	-0.01,	-0.07,	17.62,	-0.32
41113,	-89.78,	-0.01,	-0.03,	17.61,	-1.22
41123,	-13.13,	-0.01,	0.06,	17.60,	-1.36
41133,	78.20,	-0.01,	0.04,	17.59,	-0.57
41143,	-0.26,	-0.01,	0.02,	17.58,	-0.57
41153,	5.58,	-0.01,	-0.07,	17.58,	-0.51
41163,	-92.47,	-0.01,	-0.04,	17.57,	-1.45
41173,	-16.03,	-0.01,	0.03,	17.55,	-1.61
41183,	74.70,	-0.01,	0.01,	17.54,	-0.86
41193,	-4.25,	-0.01,	0.01,	17.53,	-0.90
41204,	0.93,	-0.01,	0.01,	17.52,	-0.89
41214,	0.71,	-0.01,	0.00,	17.51,	-0.89
41224,	0.56,	-0.01,	0.00,	17.50,	-0.88
41234,	0.93,	-0.01,	0.00,	17.50,	-0.87
41244,	1.08,	-0.01,	0.00,	17.49,	-0.86
41254,	1.26,	-0.01,	0.00,	17.48,	-0.85
41264,	1.46,	-0.01,	0.00,	17.47,	-0.83
41274,	1.70,	-0.01,	0.00,	17.46,	-0.82
41284,	1.96,	-0.01,	0.00,	17.45,	-0.80
41294,	2.28,	-0.01,	0.11,	17.45,	-0.77
41304,	101.75,	-0.01,	-0.00,	17.44,	0.26
41314,	-72.27,	-0.01,	-0.11,	17.44,	-0.46
41324,	-86.59,	-0.01,	0.03,	17.43,	-1.34
41334,	84.64,	-0.01,	0.02,	17.42,	-0.48
41345,	1.07,	-0.01,	0.01,	17.42,	-0.47
41355,	7.46,	-0.01,	-0.05,	17.41,	-0.39
41365,	-91.17,	-0.01,	-0.03,	17.41,	-1.32
41375,	-13.65,	-0.01,	0.06,	17.39,	-1.45
41385,	77.46,	-0.01,	0.02,	17.38,	-0.68
41395,	-1.18,	-0.01,	0.02,	17.37,	-0.69
41405,	4.46,	-0.01,	0.02,	17.37,	-0.64
41415,	4.76,	-0.01,	0.01,	17.36,	-0.60
41425,	5.83,	-0.01,	0.00,	17.36,	-0.54
41435,	6.41,	-0.01,	-0.07,	17.35,	-0.47
41445,	-91.79,	-0.01,	-0.03,	17.34,	-1.41
41455,	-14.65,	-0.01,	0.04,	17.33,	-1.55
41466,	76.75,	-0.01,	0.02,	17.31,	-0.78
41476,	-2.39,	-0.01,	-0.10,	17.31,	-0.80
41486,	-95.80,	-0.01,	0.07,	17.29,	-1.76
41496,	79.71,	-0.01,	0.16,	17.28,	-0.95
41506,	93.08,	-0.01,	0.06,	17.27,	-0.01
41516,	23.30,	-0.01,	-0.16,	17.28,	0.23
41526,	-164.56,	-0.01,	0.01,	17.27,	-1.42
41536,	89.98,	-0.01,	0.12,	17.26,	-0.50
41546,	99.46,	-0.01,	0.05,	17.26,	0.51
41556,	30.77,	-0.01,	-0.11,	17.27,	0.82
41567,	-158.55,	-0.01,	-0.07,	17.27,	-0.79
41577,	-0.04,	-0.01,	-0.03,	17.26,	-0.79
41587,	-11.85,	-0.01,	-0.01,	17.25,	-0.91
41597,	-12.73,	-0.01,	-0.01,	17.24,	-1.04
41607,	-14.54,	-0.01,	-0.01,	17.23,	-1.18
41617,	-16.59,	-0.01,	0.07,	17.22,	-1.35
41627,	78.44,	-0.01,	0.04,	17.21,	-0.56
41637,	0.99,	-0.01,	-0.09,	17.20,	-0.55
41647,	-91.55,	-0.01,	-0.04,	17.19,	-1.48
41657,	-15.42,	-0.01,	0.06,	17.18,	-1.63
41667,	76.05,	-0.01,	0.11,	17.16,	-0.86
41677,	95.23,	-0.01,	-0.03,	17.16,	0.10
41687,	-74.34,	-0.01,	0.05,	17.16,	-0.65
41698,	11.09,	-0.01,	0.03,	17.15,	-0.54
41708,	6.50,	-0.01,	0.01,	17.15,	-0.47
41718,	7.87,	-0.01,	-0.11,	17.14,	-0.39
41728,	-90.11,	-0.01,	-0.07,	17.13,	-1.30
41738,	-12.70,	-0.01,	0.13,	17.12,	-1.43
41748,	178.68,	-0.01,	0.05,	17.11,	0.38
41758,	23.29,	-0.01,	-0.05,	17.12,	0.62
41768,	-60.07,	-0.01,	-0.03,	17.12,	0.00
41779,	20.25,	-0.01,	-0.01,	17.12,	0.21
41789,	17.35,	-0.01,	-0.01,	17.13,	0.38
41799,	20.24,	-0.01,	-0.01,	17.13,	0.59
41809,	23.16,	-0.01,	-0.08,	17.14,	0.82
41819,	-72.26,	-0.01,	-0.04,	17.14,	0.09
41829,	7.71,	-0.01,	-0.03,	17.14,	0.17
41839,	2.76,	-0.01,	-0.01,	17.15,	0.20
41849,	3.61,	-0.01,	-0.00,	17.15,	0.24
41859,	4.15,	-0.01,	-0.00,	17.15,	0.28
41869,	4.81,	-0.01,	-0.08,	17.15,	0.33
41880,	-93.24,	-0.01,	0.01,	17.15,	-0.62
41890,	-16.64,	-0.01,	0.01,	17.14,	-0.79
41900,	-24.87,	-0.01,	0.12,	17.14,	-1.04
41910,	70.50,	-0.01,	-0.02,	17.13,	-0.33
41920,	-107.95,	-0.01,	-0.02,	17.12,	-1.43
41930,	-27.53,	-0.01,	0.11,	17.10,	-1.70
41940,	61.27,	-0.01,	0.04,	17.09,	-1.09
41950,	-19.70,	-0.01,	0.02,	17.08,	-1.29
41961,	-16.69,	-0.01,	0.01,	17.06,	-1.46
41971,	-19.30,	-0.01,	0.08,	17.05,	-1.65
41981,	77.21,	-0.01,	0.03,	17.04,	-0.88
41991,	-2.35,	-0.01,	0.01,	17.03,	-0.90
42001,	3.20,	-0.01,	0.01,	17.02,	-0.87
42011,	3.30,	-0.01,	0.01,	17.01,	-0.84
42021,	3.84,	-0.01,	0.00,	17.00,	-0.80
42031,	5.77,	-0.01,	0.00,	16.99,	-0.74
42041,	5.37,	-0.01,	0.00,	16.99,	-0.69
42051,	6.39,	-0.01,	0.00,	16.98,	-0.62
42062,	7.00,	-0.01,	0.05,	16.97,	-0.55
42072,	106.73,	-0.01,	-0.05,	16.97,	0.53
42082,	-66.72,	-0.01,	-0.02,	16.98,	-0.14
42092,	19.97,	-0.01,	-0.01,	16.97,	0.07
42102,	16.65,	-0.01,	-0.12,	16.98,	0.23
42112,	-79.53,	-0.01,	-0.05,	16.97,	-0.56
42122,	-0.70,	-0.01,	0.09,	16.97,	-0.57
42132,	92.87,	-0.01,	0.06,	16.97,	0.37
42142,	15.95,	-0.01,	-0.05,	16.97,	0.53
42152,	-74.25,	-0.01,	-0.02,	16.97,	-0.21
42162,	4.36,	-0.01,	-0.01,	16.97,	-0.17
42172,	-0.70,	-0.01,	-0.01,	16.97,	-0.18
42183,	-0.45,	-0.01,	-0.06,	16.97,	-0.18
42193,	-99.48,	-0.01,	0.09,	16.96,	-1.18
42203,	75.53,	-0.01,	0.09,	16.95,	-0.42
42213,	-9.59,	-0.01,	0.06,	16.95,	-0.51
42223,	-4.55,	-0.01,	0.02,	16.94,	-0.56
42233,	-103.98,	-0.01,	0.01,	16.93,	-1.61
42243,	-29.24,	-0.01,	0.05,	16.91,	-1.91
42253,	59.06,	-0.01,	0.02,	16.90,	-1.32
42264,	-21.54,	-0.01,	0.01,	16.88,	-1.53
42274,	-18.81,	-0.01,	0.08,	16.87,	-1.72
42284,	76.54,	-0.01,	0.03,	16.85,	-0.96
42294,	-2.08,	-0.01,	0.01,	16.84,	-0.98
42304,	3.42,	-0.01,	0.01,	16.83,	-0.94
42314,	3.63,	-0.01,	0.00,	16.82,	-0.91
42324,	4.02,	-0.01,	0.00,	16.82,	-0.87
42334,	4.71,	-0.01,	0.00,	16.81,	-0.82
42344,	5.39,	-0.01,	0.00,	16.80,	-0.76
42354,	6.18,	-0.01,	0.00,	16.79,	-0.70
42364,	7.09,	-0.01,	0.00,	16.79,	-0.63
42375,	8.12,	-0.01,	0.00,	16.78,	-0.55
42385,	9.31,	-0.01,	0.00,	16.77,	-0.45
42395,	10.67,	-0.01,	-0.05,	16.77,	-0.35
42405,	-86.90,	-0.01,	-0.05,	16.76,	-1.22
42415,	-9.03,	-0.01,	-0.03,	16.75,	-1.31
42425,	-15.91,	-0.01,	-0.01,	16.74,	-1.48
42435,	79.11,	-0.01,	-0.00,	16.72,	-0.68
42445,	2.01,	-0.01,	-0.00,	16.72,	-0.66
42455,	8.07,	-0.01,	-0.07,	16.71,	-0.58
42466,	-90.73,	-0.01,	-0.05,	16.70,	-1.49
42476,	-12.88,	-0.01,	-0.02,	16.69,	-1.62
42486,	-20.62,	-0.01,	0.04,	16.67,	-1.83
42496,	75.83,	-0.01,	0.02,	16.65,	-1.07
42506,	-3.49,	-0.01,	0.01,	16.64,	-1.10
42516,	1.88,	-0.01,	0.00,	16.63,	-1.08
42526,	1.78,	-0.01,	0.00,	16.62,	-1.07
42536,	2.08,	-0.01,	0.00,	16.61,	-1.04
42546,	2.39,	-0.01,	0.00,	16.60,	-1.02
42556,	2.74,	-0.01,	0.00,	16.59,	-0.99
42566,	3.17,	-0.01,	0.00,	16.58,	-0.96
42577,	3.76,	-0.01,	0.00,	16.57,	-0.92
42587,	4.04,	-0.01,	-0.05,	16.56,	-0.88
42597,	-93.59,	-0.01,	0.03,	16.55,	-1.83
42607,	81.48,	-0.01,	0.03,	16.53,	-1.00
42617,	-2.77,	-0.01,	0.02,	16.52,	-1.03
42627,	3.28,	-0.01,	-0.06,	16.51,	-1.00
42637,	-96.12,	-0.01,	-0.04,	16.50,	-1.97
42647,	-19.44,	-0.01,	0.03,	16.48,	-2.17
42658,	71.20,	-0.01,	0.01,	16.46,	-1.44
42668,	-8.50,	-0.01,	0.01,	16.44,	-1.53
42678,	-3.98,	-0.01,	0.00,	16.43,	-1.57
42688,	-5.14,	-0.01,	0.00,	16.41,	-1.62
42698,	-5.58,	-0.01,	0.00,	16.39,	-1.68
42708,	-6.46,	-0.01,	0.00,	16.38,	-1.74
42718,	-7.41,	-0.01,	0.00,	16.36,	-1.82
42728,	-8.42,	-0.01,	0.03,	16.34,	-1.90
42738,	89.23,	-0.01,	0.02,	16.33,	-1.00
42748,	12.02,	-0.01,	0.01,	16.32,	-0.88
42758,	19.62,	-0.01,	-0.07,	16.31,	-0.68
42769,	-77.40,	-0.01,	-0.05,	16.30,	-1.47
42779,	2.14,	-0.01,	0.00,	16.28,	-1.45
42789,	-3.48,	-0.01,	0.00,	16.27,	-1.48
42799,	-3.59,	-0.01,	0.00,	16.25,	-1.52
42809,	-3.96,	-0.01,	0.00,	16.24,	-1.56
42819,	-4.83,	-0.01,	0.00,	16.22,	-1.61
42829,	-5.05,	-0.01,	0.00,	16.20,	-1.66
42839,	-5.79,	-0.01,	0.00,	16.19,	-1.72
42849,	-6.85,	-0.01,	0.00,	16.17,	-1.79
42859,	-7.80,	-0.01,	-0.04,	16.15,	-1.86
42870,	-8.92,	-0.01,	0.05,	16.13,	-1.96
42880,	88.36,	-0.01,	0.02,	16.12,	-1.07
42890,	11.26,	-0.01,	-0.07,	16.11,	-0.96
42900,	-80.96,	-0.01,	-0.04,	16.09,	-1.77
42910,	-2.06,	-0.01,	0.09,	16.08,	-1.79
42920,	90.76,	-0.01,	0.04,	16.06,	-0.87
42930,	14.01,	-0.01,	-0.06,	16.05,	-0.73
42940,	-77.48,	-0.01,	-0.12,	16.04,	-1.52
42950,	-97.19,	-0.01,	0.02,	16.02,	-2.51
42960,	71.17,	-0.01,	0.08,	16.00,	-1.80
42970,	85.66,	-0.01,	0.05,	15.99,	-0.93
42980,	13.56,	-0.01,	-0.05,	15.98,	-0.79
42990,	-78.28,	-0.01,	-0.02,	15.97,	-1.58
43000,	0.68,	-0.01,	-0.01,	15.95,	-1.57
43011,	-5.04,	-0.01,	-0.01,	15.93,	-1.62
43021,	-5.38,	-0.01,	-0.01,	15.92,	-1.67
43031,	-6.14,	-0.01,	-0.00,	15.90,	-1.74
43041,	-6.98,	-0.01,	-0.00,	15.88,	-1.81
43051,	-8.02,	-0.01,	-0.00,	15.86,	-1.89
43061,	-9.15,	-0.01,	-0.00,	15.84,	-1.98
43071,	-10.41,	-0.01,	0.11,	15.82,	-2.08
43081,	86.47,	-0.01,	0.07,	15.81,	-1.22
43091,	9.24,	-0.01,	-0.05,	15.80,	-1.12
43101,	-83.00,	-0.01,	-0.03,	15.78,	-1.95
43111,	-4.68,	-0.01,	0.10,	15.76,	-2.00
43121,	87.76,	-0.01,	0.04,	15.75,	-1.12
43131,	10.61,	-0.01,	0.04,	15.73,	-1.01
43141,	17.95,	-0.01,	-0.04,	15.72,	-0.83
43151,	-78.14,	-0.01,	-0.01,	15.71,	-1.61
43162,	0.10,	-0.01,	-0.01,	15.70,	-1.61
43172,	-5.48,	-0.01,	0.11,	15.68,	-1.67
43182,	92.31,	-0.01,	0.04,	15.67,	-0.74
43192,	15.95,	-0.01,	-0.03,	15.66,	-0.58
43202,	-75.12,	-0.01,	-0.10,	15.65,	-1.34
43212,	-94.57,	-0.01,	0.05,	15.63,	-2.29
43222,	75.41,	-0.01,	0.05,	15.61,	-1.53
43232,	-9.98,	-0.01,	0.04,	15.60,	-1.63
43242,	93.19,	-0.01,	-0.03,	15.59,	-0.69
43252,	-82.39,	-0.01,	-0.01,	15.57,	-1.52
43262,	1.70,	-0.01,	-0.00,	15.56,	-1.51
43272,	-4.12,	-0.01,	0.07,	15.54,	-1.55
43282,	94.94,	-0.01,	0.03,	15.53,	-0.60
43292,	17.86,	-0.01,	-0.06,	15.53,	-0.42
43303,	-72.95,	-0.01,	-0.04,	15.52,	-1.16
43313,	6.59,	-0.01,	-0.02,	15.51,	-1.09
43323,	1.69,	-0.01,	0.06,	15.50,	-1.07
43333,	101.50,	-0.01,	0.04,	15.49,	-0.05
43343,	25.66,	-0.01,	-0.03,	15.49,	0.21
43353,	-63.55,	-0.01,	-0.08,	15.49,	-0.43
43363,	-82.53,	-0.01,	0.08,	15.48,	-1.26
43373,	88.77,	-0.01,	0.05,	15.48,	-0.37
43383,	6.54,	-0.01,	-0.06,	15.47,	-0.30
43393,	-85.94,	-0.01,	-0.04,	15.46,	-1.17
43403,	-7.78,	-0.01,	-0.01,	15.45,	-1.25
43414,	-14.79,	-0.01,	0.07,	15.44,	-1.40
43424,	81.86,	-0.01,	0.07,	15.43,	-0.58
43434,	4.02,	-0.01,	0.02,	15.42,	-0.54
43444,	-88.30,	-0.01,	0.01,	15.41,	-1.44
43454,	-11.48,	-0.01,	0.08,	15.40,	-1.55
43464,	80.36,	-0.01,	0.05,	15.39,	-0.74
43474,	1.79,	-0.01,	-0.06,	15.38,	-0.72
43484,	-90.95,	-0.01,	-0.02,	15.37,	-1.63
43494,	-14.24,	-0.01,	0.06,	15.35,	-1.78
43504,	77.70,	-0.01,	0.12,	15.34,	-0.99
43514,	96.75,	-0.01,	-0.00,	15.33,	-0.01
43524,	-71.91,	-0.01,	-0.00,	15.33,	-0.73
43534,	13.30,	-0.01,	-0.00,	15.32,	-0.60
43545,	9.05,	-0.01,	-0.00,	15.32,	-0.51
43555,	10.76,	-0.01,	-0.00,	15.31,	-0.40
43565,	12.29,	-0.01,	-0.05,	15.31,	-0.28
43575,	-84.25,	-0.01,	0.08,	15.30,	-1.12
43585,	92.73,	-0.01,	0.03,	15.29,	-0.19
43595,	9.42,	-0.01,	-0.06,	15.29,	-0.10
43605,	-81.79,	-0.01,	-0.04,	15.29,	-0.93
43615,	-3.96,	-0.01,	-0.03,	15.28,	-0.97
43625,	-10.32,	-0.01,	-0.03,	15.27,	-1.07
43635,	-11.40,	-0.01,	0.06,	15.26,	-1.19
43645,	-11.98,	-0.01,	0.07,	15.24,	-1.31
43655,	83.99,	-0.01,	0.03,	15.23,	-0.47
43666,	6.26,	-0.01,	0.02,	15.23,	-0.40
43676,	12.97,	-0.01,	-0.10,	15.23,	-0.27
43686,	-84.79,	-0.01,	0.01,	15.22,	-1.12
43696,	93.04,	-0.01,	0.00,	15.21,	-0.18
43706,	9.95,	-0.01,	0.00,	15.21,	-0.08
43716,	17.71,	-0.01,	-0.07,	15.21,	0.10
43726,	-78.16,	-0.01,	0.08,	15.21,	-0.69
43736,	99.12,	-0.01,	0.05,	15.21,	0.31
43746,	17.12,	-0.01,	0.02,	15.21,	0.49
43756,	25.85,	-0.01,	-0.07,	15.22,	0.75
43767,	-70.50,	-0.01,	-0.03,	15.22,	0.04
43777,	10.32,	-0.01,	-0.02,	15.22,	0.14
43787,	6.02,	-0.01,	-0.01,	15.22,	0.20
43797,	7.29,	-0.01,	-0.00,	15.23,	0.28
43807,	8.35,	-0.01,	-0.00,	15.23,	0.36
43817,	9.60,	-0.01,	-0.00,	15.23,	0.46
43827,	11.03,	-0.01,	-0.00,	15.24,	0.57
43837,	12.65,	-0.01,	-0.02,	15.25,	0.70
43848,	-83.91,	-0.01,	-0.01,	15.25,	-0.15
43858,	-6.34,	-0.01,	-0.08,	15.25,	-0.22
43868,	-112.54,	-0.01,	0.04,	15.24,	-1.36
43878,	61.08,	-0.01,	0.14,	15.23,	-0.74
43888,	72.88,	-0.01,	-0.02,	15.22,	-0.01
43898,	-100.02,	-0.01,	-0.01,	15.22,	-1.02
43908,	-18.02,	-0.01,	0.11,	15.21,	-1.20
43918,	71.64,	-0.01,	0.04,	15.20,	-0.48
43928,	-7.29,	-0.01,	-0.05,	15.19,	-0.55
43938,	-102.18,	-0.01,	-0.03,	15.18,	-1.58
43948,	-26.27,	-0.01,	0.15,	15.17,	-1.85
43958,	162.97,	-0.01,	0.06,	15.16,	-0.21
43968,	5.40,	-0.01,	-0.05,	15.15,	-0.16
43978,	-81.09,	-0.01,	-0.03,	15.15,	-0.98
43989,	-3.34,	-0.01,	0.04,	15.14,	-1.01
43999,	88.82,	-0.01,	0.01,	15.13,	-0.12
44009,	12.35,	-0.01,	0.01,	15.13,	0.01
44019,	19.91,	-0.01,	0.00,	15.13,	0.21
44029,	22.42,	-0.01,	0.00,	15.14,	0.43
44039,	25.71,	-0.01,	0.00,	15.14,	0.69
44049,	30.07,	-0.01,	-0.05,	15.15,	1.00
44059,	-65.19,	-0.01,	-0.02,	15.16,	0.34
44069,	15.79,	-0.01,	-0.01,	15.16,	0.50
44080,	12.21,	-0.01,	-0.00,	15.17,	0.63
44090,	14.49,	-0.01,	-0.00,	15.17,	0.77
44100,	16.53,	-0.01,	-0.07,	15.18,	0.94
44110,	-79.97,	-0.01,	-0.05,	15.19,	0.14
44120,	-1.20,	-0.01,	-0.02,	15.19,	0.13
44130,	-7.15,	-0.01,	-0.01,	15.19,	0.05
44140,	-7.75,	-0.01,	-0.00,	15.19,	-0.02
44150,	-8.83,	-0.01,	-0.00,	15.19,	-0.11
44160,	-10.05,	-0.01,	-0.00,	15.19,	-0.21
44170,	-11.43,	-0.01,	-0.00,	15.18,	-0.33
44180,	-13.02,	-0.01,	0.07,	15.18,	-0.46
44190,	84.58,	-0.01,	0.03,	15.18,	0.39
44200,	6.06,	-0.01,	0.01,	15.18,	0.45
44211,	12.78,	-0.01,	0.01,	15.19,	0.58
44221,	14.31,	-0.01,	0.00,	15.20,	0.72
44231,	16.43,	-0.01,	0.00,	15.20,	0.89
44241,	18.84,	-0.01,	0.00,	15.21,	1.08
44251,	20.91,	-0.01,	-0.07,	15.23,	1.29
44261,	-74.07,	-0.01,	-0.03,	15.24,	0.54
44271,	5.16,	-0.01,	-0.01,	15.24,	0.59
44281,	0.07,	-0.01,	-0.01,	15.25,	0.60
44292,	0.67,	-0.01,	-0.12,	15.25,	0.60
44302,	-98.77,	-0.01,	0.06,	15.25,	-0.39
44312,	77.55,	-0.01,	0.04,	15.25,	0.40
44322,	-7.94,	-0.01,	0.02,	15.26,	0.32
44332,	-2.70,	-0.01,	0.01,	15.26,	0.29
44342,	-3.44,	-0.01,	0.00,	15.26,	0.26
44352,	-3.85,	-0.01,	0.00,	15.27,	0.22
44362,	-4.35,	-0.01,	0.00,	15.27,	0.18
44372,	-4.93,	-0.01,	0.00,	15.27,	0.13
44382,	-5.59,	-0.01,	0.08,	15.27,	0.07
44392,	92.56,	-0.01,	-0.04,	15.28,	1.00
44402,	-83.42,	-0.01,	-0.02,	15.28,	0.17
44412,	0.96,	-0.01,	-0.01,	15.28,	0.18
44423,	-5.02,	-0.01,	-0.01,	15.29,	0.13
44433,	-5.30,	-0.01,	-0.01,	15.29,	0.07
44443,	-6.04,	-0.01,	-0.03,	15.29,	0.01
44453,	-6.34,	-0.01,	-0.01,	15.29,	-0.05
44463,	-7.66,	-0.01,	-0.03,	15.29,	-0.13
44473,	-8.68,	-0.01,	-0.02,	15.28,	-0.22
44483,	-9.87,	-0.01,	0.07,	15.28,	-0.32
44493,	87.24,	-0.01,	0.03,	15.28,	0.56
44503,	10.11,	-0.01,	0.01,	15.29,	0.66
